sample_id,file,snr_db,velocity_kmh,kmax,num_paths,max_delay,pilot_snr_db,pilot_power,noise_power,M,N
297,sample_000297.npz,20,30,0.11860056718156518,4,4,25,3.1622776601683795,0.01,32,16
298,sample_000298.npz,20,30,0.11860056718156518,4,4,25,3.1622776601683795,0.01,32,16
299,sample_000299.npz,20,30,0.11860056718156518,4,4,25,3.1622776601683795,0.01,32,16
300,sample_000300.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
301,sample_000301.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
302,sample_000302.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
303,sample_000303.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
304,sample_000304.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
305,sample_000305.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
306,sample_000306.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
307,sample_000307.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
308,sample_000308.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
309,sample_000309.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
310,sample_000310.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
311,sample_000311.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
312,sample_000312.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
313,sample_000313.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
314,sample_000314.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
315,sample_000315.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
316,sample_000316.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
317,sample_000317.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
318,sample_000318.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
319,sample_000319.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
320,sample_000320.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
321,sample_000321.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
322,sample_000322.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
323,sample_000323.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
324,sample_000324.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
325,sample_000325.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
326,sample_000326.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
327,sample_000327.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
328,sample_000328.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
329,sample_000329.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
330,sample_000330.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
331,sample_000331.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
332,sample_000332.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
333,sample_000333.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
334,sample_000334.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
335,sample_000335.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
336,sample_000336.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
337,sample_000337.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
338,sample_000338.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
339,sample_000339.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
340,sample_000340.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
341,sample_000341.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
342,sample_000342.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
343,sample_000343.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
344,sample_000344.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
345,sample_000345.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
346,sample_000346.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
347,sample_000347.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
348,sample_000348.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
349,sample_000349.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
350,sample_000350.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
351,sample_000351.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
352,sample_000352.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
353,sample_000353.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
354,sample_000354.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
355,sample_000355.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
356,sample_000356.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
357,sample_000357.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
358,sample_000358.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
359,sample_000359.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
360,sample_000360.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
361,sample_000361.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
362,sample_000362.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
363,sample_000363.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
364,sample_000364.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
365,sample_000365.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
366,sample_000366.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
367,sample_000367.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
368,sample_000368.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
369,sample_000369.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
370,sample_000370.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
371,sample_000371.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
372,sample_000372.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
373,sample_000373.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
374,sample_000374.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
375,sample_000375.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
376,sample_000376.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
377,sample_000377.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
378,sample_000378.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
379,sample_000379.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
380,sample_000380.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
381,sample_000381.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
382,sample_000382.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
383,sample_000383.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
384,sample_000384.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
385,sample_000385.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
386,sample_000386.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
387,sample_000387.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
388,sample_000388.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
389,sample_000389.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
390,sample_000390.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
391,sample_000391.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
392,sample_000392.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
393,sample_000393.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
394,sample_000394.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
395,sample_000395.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
396,sample_000396.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
397,sample_000397.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
398,sample_000398.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
399,sample_000399.npz,10,120,0.47440226872626073,4,4,25,31.622776601683796,0.1,32,16
400,sample_000400.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
401,sample_000401.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
402,sample_000402.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
403,sample_000403.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
404,sample_000404.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
405,sample_000405.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
406,sample_000406.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
407,sample_000407.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
408,sample_000408.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
409,sample_000409.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
410,sample_000410.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
411,sample_000411.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
412,sample_000412.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
413,sample_000413.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
414,sample_000414.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
415,sample_000415.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
416,sample_000416.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
417,sample_000417.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
418,sample_000418.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
419,sample_000419.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
420,sample_000420.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
421,sample_000421.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
422,sample_000422.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
423,sample_000423.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
424,sample_000424.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
425,sample_000425.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
426,sample_000426.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
427,sample_000427.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
428,sample_000428.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
429,sample_000429.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
430,sample_000430.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
431,sample_000431.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
432,sample_000432.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
433,sample_000433.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
434,sample_000434.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
435,sample_000435.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
436,sample_000436.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
437,sample_000437.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
438,sample_000438.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
439,sample_000439.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
440,sample_000440.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
441,sample_000441.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
442,sample_000442.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
443,sample_000443.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
444,sample_000444.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
445,sample_000445.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
446,sample_000446.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
447,sample_000447.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
448,sample_000448.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
449,sample_000449.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
450,sample_000450.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
451,sample_000451.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
452,sample_000452.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
453,sample_000453.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
454,sample_000454.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
455,sample_000455.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
456,sample_000456.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
457,sample_000457.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
458,sample_000458.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
459,sample_000459.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
460,sample_000460.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
461,sample_000461.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
462,sample_000462.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
463,sample_000463.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
464,sample_000464.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
465,sample_000465.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
466,sample_000466.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
467,sample_000467.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
468,sample_000468.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
469,sample_000469.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
470,sample_000470.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
471,sample_000471.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
472,sample_000472.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
473,sample_000473.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
474,sample_000474.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
475,sample_000475.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
476,sample_000476.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
477,sample_000477.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
478,sample_000478.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
479,sample_000479.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
480,sample_000480.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
481,sample_000481.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
482,sample_000482.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
483,sample_000483.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
484,sample_000484.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
485,sample_000485.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
486,sample_000486.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
487,sample_000487.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
488,sample_000488.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
489,sample_000489.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
490,sample_000490.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
491,sample_000491.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
492,sample_000492.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
493,sample_000493.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
494,sample_000494.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
495,sample_000495.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
496,sample_000496.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
497,sample_000497.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
498,sample_000498.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
499,sample_000499.npz,15,120,0.47440226872626073,4,4,25,10.0,0.03162277660168379,32,16
500,sample_000500.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
501,sample_000501.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
502,sample_000502.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
503,sample_000503.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
504,sample_000504.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
505,sample_000505.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
506,sample_000506.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
507,sample_000507.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
508,sample_000508.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
509,sample_000509.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
510,sample_000510.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
511,sample_000511.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
512,sample_000512.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
513,sample_000513.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
514,sample_000514.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
515,sample_000515.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
516,sample_000516.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
517,sample_000517.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
518,sample_000518.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
519,sample_000519.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
520,sample_000520.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
521,sample_000521.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
522,sample_000522.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
523,sample_000523.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
524,sample_000524.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
525,sample_000525.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
526,sample_000526.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
527,sample_000527.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
528,sample_000528.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
529,sample_000529.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
530,sample_000530.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
531,sample_000531.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
532,sample_000532.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
533,sample_000533.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
534,sample_000534.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
535,sample_000535.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
536,sample_000536.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
537,sample_000537.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
538,sample_000538.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
539,sample_000539.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
540,sample_000540.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
541,sample_000541.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
542,sample_000542.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
543,sample_000543.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
544,sample_000544.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
545,sample_000545.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
546,sample_000546.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
547,sample_000547.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
548,sample_000548.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
549,sample_000549.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
550,sample_000550.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
551,sample_000551.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
552,sample_000552.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
553,sample_000553.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
554,sample_000554.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
555,sample_000555.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
556,sample_000556.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
557,sample_000557.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
558,sample_000558.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
559,sample_000559.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
560,sample_000560.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
561,sample_000561.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
562,sample_000562.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
563,sample_000563.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
564,sample_000564.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
565,sample_000565.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
566,sample_000566.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
567,sample_000567.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
568,sample_000568.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
569,sample_000569.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
570,sample_000570.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
571,sample_000571.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
572,sample_000572.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
573,sample_000573.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
574,sample_000574.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
575,sample_000575.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
576,sample_000576.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
577,sample_000577.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
578,sample_000578.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
579,sample_000579.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
580,sample_000580.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
581,sample_000581.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
582,sample_000582.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
583,sample_000583.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
584,sample_000584.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
585,sample_000585.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
586,sample_000586.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
587,sample_000587.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
588,sample_000588.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
589,sample_000589.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
590,sample_000590.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
591,sample_000591.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
592,sample_000592.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
593,sample_000593.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
594,sample_000594.npz,20,120,0.47440226872626073,4,4,25,3.1622776601683795,0.01,32,16
